time,values,Mode,Median,37percentile,50percentile
1/01/2016 8:35,177,,,,
1/01/2016 8:40,176,,,,
1/01/2016 8:45,175,,,,
1/01/2016 8:48,173,,,,
1/01/2016 8:51,172,,,,
1/01/2016 8:56,171,,,,
1/01/2016 9:06,170,,,,
1/01/2016 9:23,169,,,,
1/01/2016 9:33,168,,,,
1/01/2016 9:38,167,,,,
1/01/2016 9:42,166,,,,
1/01/2016 9:46,165,,,,
1/01/2016 9:49,164,,,,
1/01/2016 9:58,163,,,,
1/01/2016 9:59,162,,,,
1/01/2016 14:49,163,,,,
1/01/2016 15:00,164,,,,
1/01/2016 15:22,165,,,,
1/01/2016 15:47,167,,,,
1/01/2016 16:12,168,,,,
1/01/2016 16:18,169,,,,
1/01/2016 16:55,170,,,,
1/01/2016 18:08,171,,,,
1/01/2016 19:00,172,,,,
2/01/2016 5:48,171,,,,
2/01/2016 5:57,170,,,,
2/01/2016 6:57,169,,,,
2/01/2016 6:58,167,,,,
2/01/2016 7:00,166,,,,
2/01/2016 7:06,165,,,,
2/01/2016 7:10,164,,,,
2/01/2016 7:14,161,,,,
2/01/2016 7:18,160,,,,
2/01/2016 7:28,159,,,,
2/01/2016 7:48,158,,,,
2/01/2016 7:50,157,,,,
2/01/2016 7:55,156,,,,
2/01/2016 8:09,155,,,,
2/01/2016 8:11,153,,,,
2/01/2016 8:15,152,,,,
2/01/2016 8:18,151,,,,
2/01/2016 8:24,150,,,,
2/01/2016 8:29,149,,,,
2/01/2016 8:32,148,,,,
2/01/2016 8:33,147,,,,
2/01/2016 8:38,146,,,,
2/01/2016 8:40,145,,,,
2/01/2016 8:45,144,,,,
2/01/2016 8:48,143,,,,
2/01/2016 8:56,142,,,,
2/01/2016 9:01,141,,,,
2/01/2016 9:03,140,,,,
2/01/2016 9:09,139,,,,
2/01/2016 9:16,138,,,,
2/01/2016 9:17,137,,,,
2/01/2016 9:19,136,,,,
2/01/2016 9:21,134,,,,
2/01/2016 9:24,133,,,,
2/01/2016 9:25,132,,,,
2/01/2016 9:26,131,,,,
2/01/2016 9:27,129,,,,
2/01/2016 9:35,128,,,,
2/01/2016 9:37,127,,,,
2/01/2016 9:42,126,,,,
2/01/2016 9:44,125,,,,
2/01/2016 9:45,123,,,,
2/01/2016 9:47,122,,,,
2/01/2016 9:49,120,,,,
2/01/2016 9:51,119,,,,
2/01/2016 9:52,118,,,,
2/01/2016 9:54,117,,,,
2/01/2016 9:58,116,,,,
2/01/2016 9:59,114,,,,
2/01/2016 10:04,113,,,,
2/01/2016 10:05,112,,,,
2/01/2016 10:10,111,,,,
2/01/2016 10:32,110,,,,
2/01/2016 11:00,109,,,,
2/01/2016 12:01,108,,,,
2/01/2016 14:04,109,,,,
2/01/2016 14:05,110,,,,
2/01/2016 14:08,111,,,,
2/01/2016 14:10,112,,,,
2/01/2016 14:26,113,,,,
2/01/2016 14:27,114,,,,
2/01/2016 14:39,115,,,,
2/01/2016 14:40,116,,,,
2/01/2016 14:42,117,,,,
2/01/2016 14:53,118,,,,
2/01/2016 14:59,120,,,,
2/01/2016 15:13,121,,,,
2/01/2016 15:14,122,,,,
2/01/2016 15:22,123,,,,
2/01/2016 15:23,124,,,,
2/01/2016 15:27,125,,,,
2/01/2016 15:36,126,,,,
2/01/2016 15:44,127,,,,
2/01/2016 16:02,129,,,,
2/01/2016 16:10,130,,,,
2/01/2016 16:21,131,,,,
2/01/2016 16:29,132,,,,
2/01/2016 16:38,133,,,,
2/01/2016 16:45,134,,,,
2/01/2016 16:46,135,,,,
2/01/2016 17:58,136,,,,
2/01/2016 18:05,137,,,,
2/01/2016 18:08,138,,,,
2/01/2016 18:10,139,,,,
2/01/2016 18:28,141,,,,
2/01/2016 18:47,143,,,,
2/01/2016 19:06,144,,,,
2/01/2016 19:12,145,,,,
2/01/2016 20:25,146,,,,
2/01/2016 21:01,147,,,,
2/01/2016 22:53,148,,,,
3/01/2016 5:16,147,,,,
3/01/2016 5:49,146,,,,
3/01/2016 6:44,145,,,,
3/01/2016 6:45,144,,,,
3/01/2016 6:49,143,,,,
3/01/2016 6:51,142,,,,
3/01/2016 6:55,141,,,,
3/01/2016 6:58,140,,,,
3/01/2016 7:06,139,,,,
3/01/2016 7:17,138,,,,
3/01/2016 7:28,137,,,,
3/01/2016 7:32,136,,,,
3/01/2016 7:33,135,,,,
3/01/2016 7:35,134,,,,
3/01/2016 7:37,133,,,,
3/01/2016 7:43,132,,,,
3/01/2016 7:44,131,,,,
3/01/2016 7:46,130,,,,
3/01/2016 7:54,129,,,,
3/01/2016 8:01,128,,,,
3/01/2016 8:06,127,,,,
3/01/2016 8:08,126,,,,
3/01/2016 8:10,124,,,,
3/01/2016 8:11,123,,,,
3/01/2016 8:12,122,,,,
3/01/2016 8:17,121,,,,
3/01/2016 8:20,120,,,,
3/01/2016 8:21,119,,,,
3/01/2016 8:27,118,,,,
3/01/2016 8:28,117,,,,
3/01/2016 8:31,116,,,,
3/01/2016 8:32,115,,,,
3/01/2016 8:34,114,,,,
3/01/2016 8:35,113,,,,
3/01/2016 8:39,110,,,,
3/01/2016 8:41,109,,,,
3/01/2016 8:43,108,,,,
3/01/2016 8:45,107,,,,
3/01/2016 8:46,106,,,,
3/01/2016 8:48,104,,,,
3/01/2016 8:50,102,,,,
3/01/2016 8:52,99,,,,
3/01/2016 8:55,98,,,,
3/01/2016 8:58,97,,,,
3/01/2016 9:01,96,,,,
3/01/2016 9:02,92,,,,
3/01/2016 9:03,90,,,,
3/01/2016 9:05,89,,,,
3/01/2016 9:07,87,,,,
3/01/2016 9:09,85,,,,
3/01/2016 9:10,84,,,,
3/01/2016 9:13,83,,,,
3/01/2016 9:15,82,,,,
3/01/2016 9:19,81,,,,
3/01/2016 9:20,80,,,,
3/01/2016 9:21,79,,,,
3/01/2016 9:22,78,,,,
3/01/2016 9:23,77,,,,
3/01/2016 9:24,76,,,,
3/01/2016 9:25,75,,,,
3/01/2016 9:30,74,,,,
3/01/2016 9:31,73,,,,
3/01/2016 9:33,72,,,,
3/01/2016 9:34,69,,,,
3/01/2016 9:35,68,,,,
3/01/2016 9:38,67,,,,
3/01/2016 9:39,66,,,,
3/01/2016 9:40,64,,,,
3/01/2016 9:41,63,,,,
3/01/2016 9:42,62,,,,
3/01/2016 9:44,61,,,,
3/01/2016 9:47,60,,,,
3/01/2016 9:49,59,,,,
3/01/2016 9:50,58,,,,
3/01/2016 9:51,55,,,,
3/01/2016 9:52,53,,,,
3/01/2016 9:54,52,,,,
3/01/2016 9:57,50,,,,
3/01/2016 9:58,49,,,,
3/01/2016 9:59,48,,,,
3/01/2016 10:04,46,,,,
3/01/2016 10:51,45,,,,
3/01/2016 14:10,46,,,,
3/01/2016 14:17,47,,,,
3/01/2016 14:22,48,,,,
3/01/2016 14:38,49,,,,
3/01/2016 14:47,50,,,,
3/01/2016 15:01,51,,,,
3/01/2016 15:09,53,,,,
3/01/2016 15:23,54,,,,
3/01/2016 15:33,55,,,,
3/01/2016 15:43,56,,,,
3/01/2016 15:58,57,,,,
3/01/2016 16:01,58,,,,
3/01/2016 16:12,59,,,,
3/01/2016 16:20,60,,,,
3/01/2016 16:29,61,,,,
3/01/2016 16:32,62,,,,
3/01/2016 16:57,63,,,,
3/01/2016 17:13,64,,,,
3/01/2016 17:20,65,,,,
3/01/2016 17:26,66,,,,
3/01/2016 18:11,67,,,,
3/01/2016 19:22,68,,,,
3/01/2016 21:26,69,,,,
4/01/2016 6:44,68,,,,
4/01/2016 7:05,67,,,,
4/01/2016 7:10,66,,,,
4/01/2016 7:20,65,,,,
4/01/2016 7:27,64,,,,
4/01/2016 7:34,63,,,,
4/01/2016 7:52,62,,,,
4/01/2016 8:08,61,,,,
4/01/2016 8:27,60,,,,
4/01/2016 8:49,59,,,,
4/01/2016 8:59,58,,,,
4/01/2016 9:18,57,,,,
4/01/2016 9:21,56,,,,
4/01/2016 9:26,55,,,,
4/01/2016 9:34,54,,,,
4/01/2016 9:37,53,,,,
4/01/2016 9:42,52,,,,
4/01/2016 10:21,51,,,,
4/01/2016 10:37,50,,,,
4/01/2016 14:01,51,,,,
4/01/2016 14:05,52,,,,
4/01/2016 14:08,53,,,,
4/01/2016 14:14,54,,,,
4/01/2016 14:24,55,,,,
4/01/2016 14:26,56,,,,
4/01/2016 14:37,57,,,,
4/01/2016 14:44,58,,,,
4/01/2016 14:47,59,,,,
4/01/2016 14:54,60,,,,
4/01/2016 14:58,61,,,,
4/01/2016 15:00,62,,,,
4/01/2016 15:15,63,,,,
4/01/2016 15:21,64,,,,
4/01/2016 15:31,65,,,,
4/01/2016 15:56,66,,,,
4/01/2016 15:57,67,,,,
4/01/2016 16:01,68,,,,
4/01/2016 16:26,69,,,,
4/01/2016 16:30,70,,,,
4/01/2016 16:39,71,,,,
4/01/2016 16:52,72,,,,
4/01/2016 16:57,73,,,,
4/01/2016 17:21,74,,,,
4/01/2016 17:24,75,,,,
4/01/2016 17:56,76,,,,
4/01/2016 18:34,77,,,,
4/01/2016 19:11,78,,,,
4/01/2016 19:34,79,,,,
4/01/2016 19:47,80,,,,
4/01/2016 19:55,81,,,,
5/01/2016 6:31,80,,,,
5/01/2016 7:22,79,,,,
5/01/2016 7:45,78,,,,
5/01/2016 7:49,77,,,,
5/01/2016 7:54,76,,,,
5/01/2016 7:58,75,,,,
5/01/2016 8:09,74,,,,
5/01/2016 8:22,73,,,,
5/01/2016 8:28,72,,,,
5/01/2016 8:33,71,,,,
5/01/2016 8:43,70,,,,
5/01/2016 8:57,69,,,,
5/01/2016 9:02,68,,,,
5/01/2016 9:04,67,,,,
5/01/2016 9:12,66,,,,
5/01/2016 9:22,65,,,,
5/01/2016 9:26,64,,,,
5/01/2016 9:27,63,,,,
5/01/2016 9:34,62,,,,
5/01/2016 9:54,61,,,,
5/01/2016 9:55,60,,,,
5/01/2016 9:56,59,,,,
5/01/2016 9:59,58,,,,
5/01/2016 10:10,57,,,,
5/01/2016 10:34,56,,,,
5/01/2016 14:08,57,,,,
5/01/2016 14:26,58,,,,
5/01/2016 14:33,59,,,,
5/01/2016 15:06,60,,,,
5/01/2016 15:22,61,,,,
5/01/2016 15:39,62,,,,
5/01/2016 15:41,63,,,,
5/01/2016 16:15,64,,,,
5/01/2016 16:25,65,,,,
5/01/2016 16:26,66,,,,
5/01/2016 16:47,67,,,,
5/01/2016 16:53,68,,,,
5/01/2016 17:16,69,,,,
5/01/2016 18:04,70,,,,
5/01/2016 19:16,71,,,,
5/01/2016 19:32,72,,,,
5/01/2016 20:31,73,,,,
6/01/2016 6:42,72,,,,
6/01/2016 7:38,71,,,,
6/01/2016 7:56,70,,,,
6/01/2016 8:36,69,,,,
6/01/2016 8:41,68,,,,
6/01/2016 8:49,67,,,,
6/01/2016 8:53,66,,,,
6/01/2016 9:01,65,,,,
6/01/2016 9:11,64,,,,
6/01/2016 9:12,63,,,,
6/01/2016 9:24,62,,,,
6/01/2016 9:28,61,,,,
6/01/2016 9:34,60,,,,
6/01/2016 9:35,59,,,,
6/01/2016 9:44,58,,,,
6/01/2016 9:48,57,,,,
6/01/2016 10:03,56,,,,
6/01/2016 11:22,55,,,,
6/01/2016 14:09,56,,,,
6/01/2016 14:11,57,,,,
6/01/2016 14:22,58,,,,
6/01/2016 14:24,59,,,,
6/01/2016 14:33,60,,,,
6/01/2016 14:39,61,,,,
6/01/2016 14:50,62,,,,
6/01/2016 15:23,63,,,,
6/01/2016 15:28,64,,,,
6/01/2016 15:36,65,,,,
6/01/2016 16:28,66,,,,
6/01/2016 16:29,67,,,,
6/01/2016 16:50,68,,,,
6/01/2016 17:29,69,,,,
6/01/2016 18:20,70,,,,
6/01/2016 18:26,71,,,,
6/01/2016 19:09,72,,,,
7/01/2016 7:25,71,,,,
7/01/2016 7:35,70,,,,
7/01/2016 7:55,69,,,,
7/01/2016 8:12,68,,,,
7/01/2016 8:34,67,,,,
7/01/2016 8:42,66,,,,
7/01/2016 8:53,65,,,,
7/01/2016 9:08,63,,,,
7/01/2016 9:15,62,,,,
7/01/2016 9:24,61,,,,
7/01/2016 9:28,60,,,,
7/01/2016 9:30,59,,,,
7/01/2016 9:32,58,,,,
7/01/2016 9:33,57,,,,
7/01/2016 9:42,56,,,,
7/01/2016 9:45,55,,,,
7/01/2016 9:54,53,,,,
7/01/2016 10:19,52,,,,
7/01/2016 10:20,51,,,,
7/01/2016 14:00,52,,,,
7/01/2016 14:21,53,,,,
7/01/2016 14:25,54,,,,
7/01/2016 14:30,55,,,,
7/01/2016 14:33,56,,,,
7/01/2016 14:44,57,,,,
7/01/2016 14:49,58,,,,
7/01/2016 15:05,59,,,,
7/01/2016 15:08,60,,,,
7/01/2016 15:20,62,,,,
7/01/2016 15:48,63,,,,
7/01/2016 16:09,64,,,,
7/01/2016 16:56,65,,,,
7/01/2016 17:06,66,,,,
7/01/2016 17:11,67,,,,
7/01/2016 17:13,68,,,,
7/01/2016 17:22,69,,,,
7/01/2016 17:38,70,,,,
7/01/2016 17:58,71,,,,
8/01/2016 4:25,70,,,,
8/01/2016 5:27,69,,,,
8/01/2016 6:55,67,,,,
8/01/2016 7:19,66,,,,
8/01/2016 7:22,65,,,,
8/01/2016 7:36,64,,,,
8/01/2016 7:40,63,,,,
8/01/2016 7:41,62,,,,
8/01/2016 7:46,61,,,,
8/01/2016 7:57,60,,,,
8/01/2016 8:16,58,,,,
8/01/2016 8:18,57,,,,
8/01/2016 8:23,56,,,,
8/01/2016 8:26,55,,,,
8/01/2016 8:29,54,,,,
8/01/2016 8:43,53,,,,
8/01/2016 8:47,51,,,,
8/01/2016 9:00,50,,,,
8/01/2016 9:01,49,,,,
8/01/2016 9:02,47,,,,
8/01/2016 9:05,46,,,,
8/01/2016 9:26,45,,,,
8/01/2016 9:27,44,,,,
8/01/2016 9:32,43,,,,
8/01/2016 9:34,42,,,,
8/01/2016 9:37,41,,,,
8/01/2016 9:41,40,,,,
8/01/2016 9:44,39,,,,
8/01/2016 9:46,38,,,,
8/01/2016 9:48,37,,,,
8/01/2016 10:45,36,,,,
8/01/2016 14:05,37,,,,
8/01/2016 14:25,38,,,,
8/01/2016 14:50,39,,,,
8/01/2016 15:22,40,,,,
8/01/2016 15:24,41,,,,
8/01/2016 15:46,42,,,,
8/01/2016 16:05,43,,,,
8/01/2016 16:26,44,,,,
8/01/2016 16:28,45,,,,
8/01/2016 16:48,46,,,,
8/01/2016 17:09,47,,,,
8/01/2016 17:14,48,,,,
8/01/2016 17:36,49,,,,
8/01/2016 18:05,51,,,,
8/01/2016 18:32,52,,,,
8/01/2016 19:05,53,,,,
8/01/2016 19:45,54,,,,
9/01/2016 5:54,53,,,,
9/01/2016 6:07,52,,,,
9/01/2016 6:10,50,,,,
9/01/2016 6:27,49,,,,
9/01/2016 8:02,47,,,,
9/01/2016 8:03,46,,,,
9/01/2016 8:24,45,,,,
9/01/2016 8:30,44,,,,
9/01/2016 8:55,43,,,,
9/01/2016 9:24,42,,,,
9/01/2016 9:32,41,,,,
9/01/2016 9:45,40,,,,
9/01/2016 9:49,38,,,,
9/01/2016 14:00,39,,,,
9/01/2016 14:09,40,,,,
9/01/2016 14:10,41,,,,
9/01/2016 14:16,42,,,,
9/01/2016 14:19,43,,,,
9/01/2016 14:22,44,,,,
9/01/2016 14:36,45,,,,
9/01/2016 14:53,46,,,,
9/01/2016 15:05,47,,,,
9/01/2016 15:07,48,,,,
9/01/2016 15:11,49,,,,
9/01/2016 15:12,50,,,,
9/01/2016 15:22,51,,,,
9/01/2016 15:39,52,,,,
9/01/2016 15:40,53,,,,
9/01/2016 15:52,54,,,,
9/01/2016 16:00,55,,,,
9/01/2016 16:02,56,,,,
9/01/2016 16:17,57,,,,
9/01/2016 16:39,58,,,,
9/01/2016 17:11,59,,,,
9/01/2016 17:25,60,,,,
9/01/2016 17:37,61,,,,
9/01/2016 17:38,62,,,,
9/01/2016 18:58,63,,,,
9/01/2016 19:07,64,,,,
9/01/2016 20:42,65,,,,
10/01/2016 6:21,64,,,,
10/01/2016 6:26,63,,,,
10/01/2016 6:54,62,,,,
10/01/2016 6:55,61,,,,
10/01/2016 7:28,60,,,,
10/01/2016 7:38,59,,,,
10/01/2016 7:57,58,,,,
10/01/2016 8:04,57,,,,
10/01/2016 8:12,56,,,,
10/01/2016 8:21,55,,,,
10/01/2016 8:23,54,,,,
10/01/2016 8:32,53,,,,
10/01/2016 8:35,51,,,,
10/01/2016 8:49,50,,,,
10/01/2016 8:59,49,,,,
10/01/2016 9:02,48,,,,
10/01/2016 9:07,47,,,,
10/01/2016 9:10,46,,,,
10/01/2016 9:13,45,,,,
10/01/2016 9:31,44,,,,
10/01/2016 9:37,43,,,,
10/01/2016 9:38,42,,,,
10/01/2016 9:41,41,,,,
10/01/2016 9:44,40,,,,
10/01/2016 10:57,39,,,,
10/01/2016 14:07,40,,,,
10/01/2016 14:12,41,,,,
10/01/2016 14:15,42,,,,
10/01/2016 14:25,43,,,,
10/01/2016 14:49,45,,,,
10/01/2016 15:03,46,,,,
10/01/2016 15:31,47,,,,
10/01/2016 15:57,48,,,,
10/01/2016 16:00,49,,,,
10/01/2016 16:32,50,,,,
10/01/2016 16:51,51,,,,
10/01/2016 17:08,52,,,,
10/01/2016 17:29,53,,,,
10/01/2016 18:25,54,,,,
10/01/2016 18:51,55,,,,
10/01/2016 21:46,56,,,,
11/01/2016 6:10,55,,,,
11/01/2016 6:12,54,,,,
11/01/2016 7:07,53,,,,
11/01/2016 7:12,52,,,,
11/01/2016 7:33,51,,,,
11/01/2016 7:48,50,,,,
11/01/2016 7:50,49,,,,
11/01/2016 8:03,47,,,,
11/01/2016 8:10,46,,,,
11/01/2016 8:37,45,,,,
11/01/2016 8:39,44,,,,
11/01/2016 8:42,42,,,,
11/01/2016 8:56,41,,,,
11/01/2016 9:05,40,,,,
11/01/2016 9:10,39,,,,
11/01/2016 9:35,38,,,,
11/01/2016 9:40,36,,,,
11/01/2016 9:45,35,,,,
11/01/2016 10:00,34,,,,
11/01/2016 10:19,33,,,,
11/01/2016 14:00,34,,,,
11/01/2016 14:01,35,,,,
11/01/2016 14:05,36,,,,
11/01/2016 14:19,37,,,,
11/01/2016 14:22,38,,,,
11/01/2016 14:33,39,,,,
11/01/2016 14:36,40,,,,
11/01/2016 14:49,41,,,,
11/01/2016 15:00,42,,,,
11/01/2016 15:03,44,,,,
11/01/2016 15:04,45,,,,
11/01/2016 15:19,46,,,,
11/01/2016 15:21,47,,,,
11/01/2016 15:22,48,,,,
11/01/2016 15:24,49,,,,
11/01/2016 15:43,50,,,,
11/01/2016 16:21,51,,,,
11/01/2016 16:22,52,,,,
11/01/2016 16:23,53,,,,
11/01/2016 16:31,54,,,,
11/01/2016 16:40,55,,,,
11/01/2016 16:49,56,,,,
11/01/2016 17:10,57,,,,
11/01/2016 17:11,58,,,,
11/01/2016 17:16,59,,,,
11/01/2016 17:21,60,,,,
11/01/2016 17:31,61,,,,
11/01/2016 17:34,62,,,,
11/01/2016 19:00,63,,,,
11/01/2016 19:02,64,,,,
12/01/2016 6:05,63,,,,
12/01/2016 7:13,62,,,,
12/01/2016 8:02,61,,,,
12/01/2016 8:04,60,,,,
12/01/2016 8:21,59,,,,
12/01/2016 8:27,58,,,,
12/01/2016 8:32,57,,,,
12/01/2016 8:36,56,,,,
12/01/2016 8:41,55,,,,
12/01/2016 8:56,54,,,,
12/01/2016 9:02,53,,,,
12/01/2016 9:18,52,,,,
12/01/2016 9:20,51,,,,
12/01/2016 9:29,50,,,,
12/01/2016 9:41,49,,,,
12/01/2016 9:46,48,,,,
12/01/2016 9:52,47,,,,
12/01/2016 9:54,46,,,,
12/01/2016 9:58,44,,,,
12/01/2016 10:00,43,,,,
12/01/2016 10:28,42,,,,
12/01/2016 14:00,44,,,,
12/01/2016 14:01,45,,,,
12/01/2016 14:08,46,,,,
12/01/2016 14:10,47,,,,
12/01/2016 14:13,48,,,,
12/01/2016 14:19,49,,,,
12/01/2016 14:21,50,,,,
12/01/2016 14:29,51,,,,
12/01/2016 14:51,52,,,,
12/01/2016 15:02,53,,,,
12/01/2016 15:06,54,,,,
12/01/2016 15:12,55,,,,
12/01/2016 15:13,56,,,,
12/01/2016 15:45,57,,,,
12/01/2016 15:57,58,,,,
12/01/2016 16:18,59,,,,
12/01/2016 16:38,61,,,,
12/01/2016 16:45,62,,,,
12/01/2016 16:48,63,,,,
12/01/2016 17:00,64,,,,
12/01/2016 17:02,65,,,,
12/01/2016 17:13,66,,,,
12/01/2016 17:33,67,,,,
12/01/2016 17:35,68,,,,
12/01/2016 17:45,69,,,,
12/01/2016 17:46,70,,,,
12/01/2016 19:53,71,,,,
12/01/2016 20:29,72,,,,
12/01/2016 20:35,73,,,,
12/01/2016 20:42,74,,,,
12/01/2016 22:56,75,,,,
13/01/2016 7:17,74,,,,
13/01/2016 7:18,73,,,,
13/01/2016 7:24,72,,,,
13/01/2016 7:31,71,,,,
13/01/2016 7:35,70,,,,
13/01/2016 7:37,69,,,,
13/01/2016 7:39,68,,,,
13/01/2016 7:47,67,,,,
13/01/2016 7:48,66,,,,
13/01/2016 7:52,65,,,,
13/01/2016 8:01,64,,,,
13/01/2016 8:06,63,,,,
13/01/2016 8:34,62,,,,
13/01/2016 8:45,61,,,,
13/01/2016 8:46,60,,,,
13/01/2016 8:54,59,,,,
13/01/2016 8:56,58,,,,
13/01/2016 8:59,57,,,,
13/01/2016 9:00,56,,,,
13/01/2016 9:02,55,,,,
13/01/2016 9:04,54,,,,
13/01/2016 9:07,52,,,,
13/01/2016 9:12,51,,,,
13/01/2016 9:19,50,,,,
13/01/2016 9:40,49,,,,
13/01/2016 9:41,48,,,,
13/01/2016 9:45,47,,,,
13/01/2016 9:47,45,,,,
13/01/2016 9:50,44,,,,
13/01/2016 9:51,43,,,,
13/01/2016 9:54,42,,,,
13/01/2016 11:15,41,,,,
13/01/2016 11:43,40,,,,
13/01/2016 14:08,41,,,,
13/01/2016 14:24,42,,,,
13/01/2016 14:28,43,,,,
